replicate_id,attempt_id,n_rows,n_unique_groups,baseline_seed_42_map,baseline_seed_43_map,baseline_seed_44_map,baseline_mean_map,final_seed_42_map,final_seed_43_map,final_seed_44_map,final_mean_map,delta_map
40,40,1099,431,0.315943908700482,0.31063269078696576,0.31381620845196195,0.3134642693131366,0.45526223714070413,0.46293615021122775,0.4591007482726274,0.45909971187485316,0.14563544256171657
41,41,1163,429,0.3107715445407691,0.31602947567328327,0.3169622049943299,0.3145877417361274,0.4547228012865734,0.46967534878759404,0.4619352058257872,0.46211111863331816,0.14752337689719075
42,42,1087,418,0.2942522379328819,0.285219266343784,0.29207879723100333,0.29051676716922303,0.4482634838231558,0.4498743371635762,0.4562316534944322,0.4514564914937214,0.16093972432449838
43,43,1026,433,0.3206418332597012,0.3066209393155238,0.30978902259443797,0.31235059838988766,0.45200688682487306,0.4514378975370143,0.4519449564158064,0.45179658025923125,0.1394459818693436
44,44,1148,426,0.2872177968000217,0.28762937392012994,0.28419209162083375,0.2863464207803285,0.4213162996345529,0.4282096023350071,0.4337905128869788,0.4277721382855129,0.1414257175051844
45,45,1115,441,0.2937485479610833,0.274355027765586,0.2787728922975873,0.2822921560080855,0.4352630210025346,0.43461639677032116,0.4239235775232693,0.43126766509870834,0.14897550909062285
46,46,1069,422,0.3129928916463833,0.2970659850856519,0.30209760402553854,0.3040521602525246,0.4592851931011142,0.473843056451323,0.46339833181914125,0.46550886045719286,0.1614567002046683
47,47,1085,436,0.30951001267245604,0.29885994489641854,0.30053304408484055,0.3029676672179051,0.447443973343967,0.4568036149096076,0.46011973884419693,0.45478910903259046,0.15182144181468538
48,48,1025,424,0.2981456265712258,0.2864235121403272,0.28726554178288727,0.29061156016481343,0.42887220965986295,0.41641105380774357,0.42207423758124457,0.42245250034961707,0.13184094018480363
49,49,1217,434,0.31382464825782447,0.30551317149747825,0.29781860696531465,0.3057188089068725,0.45437144723239237,0.4658041188046262,0.4566434630089641,0.4589396763486609,0.15322086744178842
50,50,1207,428,0.3004666925848312,0.2923003150529649,0.2860212153963171,0.2929294076780377,0.44648978216435226,0.45440210026481237,0.45987390589844584,0.4535885961092035,0.16065918843116578
51,51,1124,435,0.31928547344840136,0.3052062208207522,0.3159514288594139,0.31348104104285585,0.44365254626118505,0.45522631578353945,0.4575204605088616,0.45213310751786207,0.13865206647500622
